,T0CASP2_cutadapt_1,T0CASP4_cutadapt_1,T0CASP5_cutadapt_1,T0EXP2_cutadapt_1,T0EXP4_cutadapt_1,T0EXP5_cutadapt_1,T0VapC2_cutadapt_1,T0VapC3_cutadapt_1,T0VapC4_cutadapt_1,T0VapC5_cutadapt_1,T1CASP2_cutadapt_1,T1CASP4_cutadapt_1,T1CASP5_cutadapt_1,T2CASP2_cutadapt_1,T2CASP4_cutadapt_1,T2CASP5_cutadapt_1,T2VapC2_cutadapt_1,T2VapC3_cutadapt_1,T2VapC4_cutadapt_1,T2VapC5_cutadapt_1,T3VapC2_cutadapt_1,T3VapC3_cutadapt_1,T3VapC4_cutadapt_1,T3VapC5_cutadapt_1
galK,107,61,76,1138,490,670,494,375,486,496,121,101,75,92,62,59,1399,2853,5064,1425,285,303,459,259
galM,209,134,107,1416,527,913,599,487,590,628,172,122,113,106,103,103,1296,2843,5095,1293,506,537,822,378
galP,20,15,7,46,16,40,27,13,20,21,18,23,11,8,14,12,19,49,83,25,80,86,126,84
galR,46,25,20,109,39,68,47,37,44,66,34,44,20,30,18,18,22,60,76,32,27,77,87,58
galS,36,13,11,170,68,118,118,74,122,101,16,20,11,16,6,23,1,6,14,8,16,25,40,42
galT,45,26,16,351,118,221,207,137,215,200,36,36,19,23,13,18,6,12,15,10,23,31,43,55
galU,1381,735,715,716,275,532,362,275,459,384,1232,871,745,1181,778,894,111,274,519,244,280,428,575,516
gapA,2705,1171,1279,10780,4177,6371,4820,3329,4492,3244,2397,1725,1367,1841,1526,1505,69,177,346,92,136,174,260,645
garD,103,50,62,116,38,93,64,49,55,75,79,67,35,65,39,68,21,36,71,20,25,23,59,52
garK,54,49,24,78,23,47,27,25,33,29,49,40,33,34,24,33,12,17,28,10,21,13,29,10
garL,34,22,19,59,9,24,15,17,21,21,21,12,16,13,17,11,2,8,6,6,5,3,8,0
garP,43,19,11,42,22,32,30,16,25,26,35,29,28,13,12,25,1,2,9,5,4,6,14,11
garR,58,33,22,70,23,39,25,23,35,21,36,34,25,27,15,24,3,13,7,6,7,3,12,11
gatA,3539,1736,1470,18517,7370,12170,7442,6411,7619,7135,2515,2051,1686,1570,1391,1432,11,51,67,30,24,45,71,1020
gatB,925,496,414,7874,3066,5282,2996,2353,3432,3008,606,687,424,431,389,361,4,16,23,12,15,11,19,416
gatD,73,56,46,3174,1156,2185,1266,992,1194,1280,65,68,36,46,27,38,15,36,59,24,31,45,64,374
gatY,7165,4510,3994,11710,4969,7967,5658,4366,5143,4964,5851,6413,3800,4280,3399,4549,53,134,285,110,34,38,93,1635
gatZ,10086,5710,5096,28266,11181,18158,11013,8754,10906,11039,8129,6780,5258,5801,4572,5321,74,164,363,171,56,75,70,2233
gcd,1385,809,698,387,143,193,107,79,88,112,988,847,619,825,584,703,150,306,563,243,328,394,654,183
gcl,39,33,22,20,4,9,12,8,12,16,29,26,23,35,16,26,9,12,21,9,12,5,10,12
gcvA,76,27,34,212,77,120,76,70,73,78,70,62,41,51,51,54,32,79,154,82,75,73,122,133
gcvB,159,111,70,9259,4096,6194,3734,2815,4169,4058,258,135,156,172,165,155,6544,17056,30106,19669,526,628,1579,321
gcvH,38,30,18,3804,1563,2441,2262,1539,1971,2492,39,32,27,40,20,18,141,265,481,233,30,27,49,10
gcvP,123,57,39,9054,3576,5615,4992,3655,4527,5541,96,85,58,66,74,80,130,274,576,271,51,51,130,33
gcvR,250,162,145,517,202,334,205,159,195,221,244,190,178,240,174,179,29,95,154,36,58,85,133,111
gcvT,37,25,19,4207,1667,2374,2239,1530,2003,2544,46,31,34,44,24,33,214,446,886,410,45,41,101,16
gdhA,67,35,35,1518,589,955,531,447,511,556,64,48,36,54,43,47,100,196,397,182,144,237,307,244
gdx,47,33,25,131,52,92,43,51,64,56,47,44,38,36,43,43,62,116,201,111,92,126,175,101
gfcA,0,0,1,31,19,23,11,11,7,4,2,0,1,0,1,0,72,159,337,100,315,294,578,331
gfcB,5,1,0,3,2,7,1,1,3,1,1,1,0,1,0,1,17,36,70,17,117,154,264,157
gfcC,0,0,0,7,2,0,0,1,3,1,0,1,1,2,1,0,8,11,18,2,54,45,99,56
gfcD,3,4,1,28,3,18,10,8,6,6,4,1,2,4,2,1,7,18,25,6,69,70,166,76
gfcE,1,3,3,21,8,9,11,6,6,3,3,3,1,2,1,2,6,2,18,6,16,21,36,16
ggt,63,28,28,177,76,113,56,49,65,68,46,36,27,40,30,25,4,10,17,5,19,12,32,25
ghoS,4,0,2,4,1,3,2,1,2,0,7,8,4,6,3,5,1,4,12,1,1,4,4,7
ghoT,7,1,2,1,0,6,2,0,1,0,1,5,2,3,1,4,1,3,5,0,2,2,3,4
ghrA,50,32,26,476,152,215,190,111,167,171,41,31,25,44,29,33,38,102,198,56,99,124,188,125
ghrB,60,30,32,742,303,397,284,235,292,302,64,50,41,42,39,59,42,109,226,79,69,117,163,81
ghxP,19,12,9,786,321,522,359,340,391,344,50,41,34,39,18,28,155,517,795,357,290,340,587,83
ghxQ,5,8,9,53,23,24,9,9,22,11,9,5,4,5,5,7,9,16,31,13,16,15,32,20
glaH,2345,1359,1053,362,131,194,133,97,117,104,1593,1602,1077,1046,902,973,4,10,10,14,13,12,24,35
glaR,111,81,68,160,63,126,82,71,70,93,145,109,78,81,60,88,57,75,157,55,48,68,84,68
glcA,50,33,21,174,80,100,53,55,70,113,42,40,14,35,25,37,19,73,145,47,64,100,159,106
glcB,201,97,95,1989,772,1159,450,380,450,923,151,126,103,134,94,105,143,295,438,160,52,91,122,73
glcC,122,70,80,694,254,496,364,296,325,362,96,126,68,74,51,64,39,119,221,69,65,82,146,164
glcD,67,51,39,1228,399,765,220,182,212,697,48,64,33,41,61,48,10,33,68,16,22,17,47,32
glcE,34,21,22,378,123,243,91,61,95,300,25,23,22,12,22,10,2,8,5,4,2,2,8,9
glcF,60,39,31,497,190,336,97,135,124,374,71,55,37,45,42,49,30,55,86,36,26,20,41,20
glcG,22,12,7,241,86,124,51,36,55,120,19,21,12,15,16,12,20,39,62,31,4,9,11,11
gldA,28,22,10,59,36,52,26,20,23,33,27,25,17,24,21,19,12,25,44,14,18,10,17,10
glf,67,34,22,471,266,410,217,188,199,238,48,48,38,32,36,35,62,147,235,122,109,134,147,271
glgA,334,241,156,1291,546,828,512,375,456,511,281,244,167,217,146,195,37,106,158,64,77,83,123,133
glgB,184,120,117,1457,566,775,573,425,473,500,170,149,112,137,84,121,32,57,105,33,62,108,171,107
glgC,468,226,211,1702,614,1048,678,434,570,725,301,271,232,236,172,234,35,66,155,59,77,104,147,137
glgP,699,392,324,2746,1034,1613,1078,823,1015,1100,511,397,306,346,260,381,85,208,359,89,153,179,329,234
glgS,1863,831,951,155,65,92,59,35,58,62,1747,1077,1088,1518,898,1309,8,27,58,36,18,29,21,75
glgX,224,136,102,1040,424,647,377,277,346,426,172,140,105,141,116,110,24,46,70,19,70,64,127,70
glk,786,431,459,301,123,213,135,123,124,149,567,498,428,567,427,642,35,72,89,56,93,125,201,381
glmM,150,100,80,1272,502,821,546,466,564,549,139,139,82,113,92,99,109,249,460,196,267,293,386,379
glmS,530,327,252,3554,1319,2243,1479,1114,1437,1436,435,387,316,344,276,318,131,295,485,174,332,403,682,426
glmU,276,178,165,2352,1004,1478,1009,779,962,982,229,196,162,207,155,156,201,440,856,375,306,325,579,396
glmY,41619,21448,28052,33668,14198,25739,15048,13707,14543,12772,32504,24874,21844,25178,24137,27833,5214,8672,18002,7420,2947,3204,4895,4445
glmZ,2574,1178,1422,3090,1283,2080,1623,1440,1634,1132,2606,1790,1783,2023,1316,1571,643,1446,3087,1187,885,1045,1570,4518
glnA,60,27,85,4218,1585,2506,1402,1232,1528,966,56,51,40,31,32,121,200,540,834,319,438,483,790,288
glnB,69,39,35,407,171,366,220,155,229,177,61,87,32,77,36,68,40,84,187,79,80,68,94,87
glnD,130,75,70,624,258,332,268,182,213,210,125,89,81,103,61,82,37,96,190,76,122,131,218,168
glnE,117,50,74,594,230,364,215,172,248,279,89,129,69,62,63,55,34,79,167,58,96,93,182,102
glnG,61,30,31,349,133,228,124,129,136,115,52,57,28,44,32,29,83,173,368,97,57,56,102,35
glnH,191,75,100,2808,1207,1840,1356,1019,1245,1398,184,130,92,98,75,102,52,137,261,85,109,147,193,206
glnK,2,0,0,3,5,2,1,2,1,0,1,2,0,0,0,0,1,3,6,0,6,19,13,5
glnL,44,17,10,281,114,221,145,119,90,98,32,28,23,27,15,19,70,208,274,99,46,46,86,44
glnP,109,50,36,1748,701,1159,814,602,773,903,105,95,81,66,43,73,31,77,136,53,68,100,123,130
glnQ,108,66,59,2267,942,1453,1044,749,1018,1082,104,115,61,55,46,76,24,49,102,28,88,97,157,117
glnS,152,90,101,2270,880,1540,987,815,1079,1002,152,120,108,129,128,88,137,382,649,305,258,336,558,448
glnU,101512,65561,64714,91453,46586,137802,42557,40889,41896,53655,87113,83962,80933,62559,58142,88912,24194,72102,134358,78519,127743,175545,199379,305049
glnV,174975,102646,94642,135518,71709,195631,65122,62458,68503,82557,132811,164321,113793,104754,94228,124246,31137,108455,201564,114266,198488,258845,329929,464163
glnW,168307,89533,86579,133328,64575,234085,57573,64259,59383,74771,121345,131729,112335,94966,92215,125482,37011,102910,196041,115345,174887,266188,297721,473803
glnX,173932,101253,94556,136374,71898,195163,65490,63229,68965,83159,132423,163396,113647,104307,93031,122953,32782,112765,206918,117280,201428,264504,335873,467556
gloA,39,34,37,225,105,187,141,124,151,153,37,28,26,31,32,23,18,37,66,31,51,54,93,91
gloB,52,18,21,149,63,103,66,42,64,62,49,39,26,31,25,24,17,34,60,25,34,46,46,40
gloC,203,111,121,1595,625,996,709,500,684,763,140,143,117,105,93,113,60,177,373,92,286,320,603,424
glpA,1167,703,575,4532,1739,2932,2227,1844,2155,2539,1008,860,548,623,487,562,25,55,115,41,39,38,64,351
glpB,782,504,414,3662,1415,2505,1636,1350,1631,1856,693,673,381,442,352,422,13,52,66,26,18,12,36,141
glpC,682,382,348,3645,1372,2230,1615,1366,1618,1715,571,532,379,383,297,342,9,24,40,15,17,15,29,79
glpD,21554,13824,11686,32013,12931,20611,13991,11135,14689,14443,17560,14165,11148,13326,9702,11214,2263,5221,9472,3856,2850,3723,6094,6512
glpE,37,17,12,321,98,233,117,104,116,132,28,36,21,24,20,31,66,163,309,122,116,114,162,138
glpF,2649,1524,1370,9222,3942,6070,4209,3201,4044,4858,2225,2052,1300,1528,1096,1454,20,90,159,87,36,31,70,391
glpG,42,34,17,379,148,233,154,92,123,146,46,44,27,43,28,26,53,167,317,104,108,134,216,174
glpK,9107,5303,4907,59001,22907,34376,25638,17463,23522,23751,7807,6419,4776,5195,3871,4766,76,146,300,134,120,137,192,702
glpQ,591,360,339,19750,8213,13760,9377,6850,9139,9760,624,642,395,421,342,401,118,264,568,180,82,127,185,2588
glpT,547,282,277,16532,6518,10831,7814,5758,7866,8072,632,451,337,346,310,314,91,221,409,149,45,60,108,2420
glpX,1163,666,601,6648,2370,4475,2806,2114,2706,3163,911,676,638,563,533,578,84,171,309,109,215,244,384,485
glrK,92,38,46,333,157,220,164,97,144,113,79,62,45,54,51,47,87,213,387,158,98,112,203,128
glrR,38,19,26,193,77,118,119,68,71,82,24,16,23,18,16,20,13,59,70,31,48,76,124,74
glsA,1,5,1,16,7,12,1,4,3,5,7,6,3,11,2,7,3,14,20,1,4,4,12,2
glsB,12,5,9,138,54,61,68,23,45,58,11,19,9,12,11,9,25,50,102,31,67,65,111,83
gltA,2410,1342,1363,13174,5484,8673,6363,5156,5994,5970,2248,1628,1318,1643,1324,1492,337,733,1493,478,677,876,1354,1981
gltB,239,115,127,2366,869,1341,1244,927,1182,1314,207,169,90,106,84,130,519,1365,2329,920,1186,1204,2282,1367
gltD,98,50,42,706,258,428,382,279,373,409,51,52,55,50,39,31,136,338,676,248,346,385,634,386
gltF,0,1,0,18,7,8,15,7,15,11,2,1,0,1,0,0,4,11,36,24,35,39,77,41
gltI,437,206,211,1766,718,1206,779,648,693,757,293,333,192,297,240,228,74,110,232,91,77,147,214,195
gltJ,32,6,7,334,142,160,147,78,130,168,20,12,7,7,7,11,3,11,22,2,17,26,36,30
gltK,9,9,10,207,74,140,100,73,85,109,4,6,7,2,3,2,2,12,14,4,8,14,27,27
gltL,18,7,15,387,162,293,164,130,187,201,6,19,12,7,3,15,11,21,44,21,35,40,68,30
gltP,18,11,12,153,61,70,43,45,58,53,13,20,11,18,4,18,39,102,187,64,71,123,158,83
gltS,68,56,41,75,29,58,26,21,26,27,85,76,49,58,47,31,25,99,154,47,82,102,162,75
gltT,750958,526052,479582,346619,179887,408360,198507,199611,206612,314740,573686,2241081,957032,459474,1297851,1167764,160563,275783,517383,374985,523668,552137,687217,872012
gltU,345640,205170,205904,147534,73407,165426,83664,82012,87136,120263,254045,702159,310574,197641,319837,669479,60540,102303,209754,156474,263785,224492,291137,335954
gltV,345297,204249,206399,144282,72420,163535,82663,81286,85829,119464,253785,701900,310241,198541,319285,670223,59819,100957,207364,155352,263014,221841,289808,333332
gltW,753572,524171,480154,345962,179090,409976,198723,200213,206770,313468,576256,2243658,957227,460166,1304373,1164428,161287,274993,516435,374498,524120,553234,689081,872562
gltX,428,225,244,2162,928,1411,842,657,866,822,355,263,239,258,214,255,170,458,741,285,424,523,769,626
gluQ,861,571,529,1232,564,1016,644,597,785,792,771,525,566,599,530,681,175,445,724,315,424,618,782,842
glvB,1,0,0,0,0,0,1,1,1,2,0,1,1,0,0,0,0,2,4,2,1,9,3,2
glvC,2,0,0,3,1,3,4,1,0,0,0,0,0,2,0,0,1,4,0,1,2,2,2,1
glxK,1,2,2,2,0,4,5,0,1,4,2,2,2,1,1,0,7,14,17,4,19,28,46,26
glxR,3,5,0,0,0,4,2,3,3,4,1,3,6,1,1,0,5,9,14,5,2,8,7,7
glyA,200,110,96,6190,2482,3949,2742,2210,2672,2678,260,197,130,212,158,142,419,1013,1830,611,466,692,949,398
glyQ,326,193,169,2049,694,1188,827,687,840,868,297,266,177,225,223,251,135,263,432,220,230,297,483,450
glyS,579,346,286,3509,1292,2131,1613,1147,1519,1754,552,405,319,366,310,299,112,197,304,112,308,392,553,443
glyT,557276,318868,311285,335139,147402,362493,174559,177236,172409,180044,481905,245590,338588,358457,295011,542746,80257,160654,338836,160413,241534,287454,391999,516968
glyU,45951,22503,39425,22157,14729,23196,14928,10882,11522,13066,30157,26272,28481,23904,18094,32575,6431,9631,21201,9119,14995,18796,24740,29232
glyV,551438,286736,287313,276329,132719,261743,131834,120446,153274,171497,429161,332745,333431,336583,260005,455977,109297,188553,382425,202141,408824,497886,641055,705587
glyW,768451,441611,404145,411773,189492,414686,190470,171771,220391,253670,613409,566469,461903,474999,407798,616828,149879,266747,520635,299560,514776,653088,826422,956074
glyX,545336,282762,284427,272908,131306,257244,130175,118903,151252,169111,423877,324803,327264,332182,254273,448980,107345,185938,376145,200030,403691,492835,635759,696024
glyY,544713,284222,283934,272996,131506,257799,131376,119495,152247,169670,423404,324533,327320,335018,253436,449989,108898,187817,380171,200806,404000,492953,635943,696216
gmd,6,0,1,10,7,9,2,2,5,2,2,0,0,0,2,1,4,5,14,1,4,8,13,8
gmhA,81,40,38,392,183,309,197,115,200,173,83,106,54,74,49,68,53,86,145,91,51,100,143,91
gmhB,66,43,24,409,142,252,167,97,155,133,49,36,31,45,22,23,24,88,144,59,47,71,71,82
gmk,568,289,296,934,329,587,338,292,335,305,387,340,236,305,215,261,351,691,1332,528,289,370,567,554
gmm,1,0,0,5,1,7,5,2,0,0,0,3,0,1,0,1,8,6,20,8,7,5,6,8
gnd,475,263,231,2758,1147,1819,1298,969,1240,1060,451,366,277,366,233,271,265,595,1097,447,626,797,1217,1177
gnsA,12,4,6,129,35,67,38,26,30,36,5,9,2,7,4,9,36,69,128,44,45,65,121,125
gnsB,16,7,10,229,97,209,143,123,110,122,6,9,5,17,9,11,36,68,137,60,54,77,120,136
gntK,9,16,8,32,13,27,14,10,11,20,7,6,5,6,10,8,11,17,28,13,15,19,27,25
gntP,9,9,4,73,38,49,48,42,39,57,16,11,7,10,5,8,11,10,19,4,5,11,24,52
gntR,252,135,139,506,238,290,234,162,229,198,188,162,162,183,122,162,58,111,242,107,77,88,162,111
gntT,74,46,42,128,41,71,49,47,42,74,49,51,45,66,48,50,40,92,176,53,62,70,100,98
gntU,13,11,7,22,5,20,7,7,10,6,9,6,10,7,2,2,4,21,36,23,20,27,58,59
gor,231,134,101,602,247,374,227,170,226,219,155,125,99,122,107,131,247,794,1143,367,83,139,214,117
gph,38,22,19,348,134,232,222,108,167,152,39,31,20,32,21,30,24,42,47,18,49,55,77,50
gpmA,1191,599,570,1721,695,1174,723,571,724,719,1026,851,602,862,608,737,80,225,362,140,135,171,254,221
gpmM,211,121,107,385,174,217,167,112,140,129,163,129,90,149,102,123,35,79,101,45,59,83,120,102
gpp,209,124,96,1851,617,1143,655,535,660,727,166,148,138,88,110,107,82,202,373,105,236,240,418,303
gpr,256,143,113,527,227,361,256,202,228,261,211,191,145,153,118,136,12,27,61,19,17,23,27,39
gpsA,881,467,449,2308,937,1654,1048,865,1050,1216,647,545,473,557,445,549,86,240,448,217,204,186,350,342
gpt,37,16,22,590,220,435,222,234,255,190,18,25,20,21,17,35,164,418,728,313,349,437,665,544
grcA,132,55,81,185,85,193,69,50,56,52,122,91,52,91,48,87,7,22,58,22,33,53,72,57
greA,178,72,94,499,221,339,245,223,235,238,155,132,69,99,79,79,145,354,612,259,313,400,612,493
greB,33,20,18,98,30,58,43,24,49,45,30,33,22,26,28,26,22,63,112,30,46,43,76,40
groL,844,450,350,10253,4369,5515,4054,2326,2998,2275,760,636,413,626,509,461,84,240,390,150,380,521,725,788
groS,197,85,99,2782,1076,1435,1094,692,873,567,207,159,114,177,140,109,14,54,81,31,55,92,98,120
grpE,214,132,140,1022,459,700,447,311,408,389,240,171,160,145,114,156,81,127,277,136,97,166,245,227
grxA,17,6,4,33,6,19,7,13,13,11,10,9,0,6,21,3,16,24,59,23,20,19,35,17
grxB,267,172,172,375,193,278,155,145,174,145,186,196,143,127,117,116,36,67,147,45,96,96,153,97
grxC,115,56,60,708,295,434,305,245,314,373,101,85,61,79,73,53,57,114,203,86,95,84,167,168
grxD,1009,566,615,1379,582,1209,680,535,702,660,963,651,609,874,613,674,374,782,1590,764,726,883,1341,1127
gshA,2531,1296,1327,1676,665,1086,646,516,704,698,2212,1402,1356,2143,1478,1850,328,754,1367,538,1280,1433,2633,1583
gshB,148,80,68,506,239,326,214,167,197,174,122,94,64,89,69,87,49,76,146,64,115,101,177,136
gsiA,60,33,30,1011,370,599,375,578,817,276,44,49,35,41,33,31,121,327,441,215,492,607,950,646
gsiB,32,18,15,651,216,398,293,367,527,172,22,21,11,15,7,11,38,121,136,77,174,235,353,220
gsiC,12,3,6,158,46,112,105,105,154,53,2,5,3,2,1,2,21,38,54,23,71,63,126,77
gsiD,4,2,0,127,67,101,94,126,133,56,6,1,2,4,2,2,10,14,28,6,58,53,128,77
gsk,29,14,12,442,180,274,171,107,157,164,24,30,14,9,19,11,99,198,381,132,219,292,442,304
gspA,8,3,3,17,3,16,4,1,7,3,3,12,8,6,1,5,8,19,49,8,33,44,69,35
gspB,8,3,1,11,1,7,6,4,6,2,7,6,3,9,1,3,5,13,17,4,8,6,25,14
gspC,3,4,1,4,1,1,1,3,3,4,2,3,4,0,1,3,4,10,20,5,26,19,29,18
gspD,9,4,3,38,10,21,11,12,13,16,7,3,5,7,3,5,12,50,77,17,52,73,105,41
gspE,2,1,2,26,7,12,4,4,7,9,2,6,3,3,0,1,6,31,47,15,26,47,52,24
gspF,4,0,2,16,6,15,8,6,8,8,9,0,3,4,2,2,7,7,13,7,11,12,21,13
gspG,0,1,1,2,5,3,1,0,1,3,1,0,3,2,5,1,4,2,3,2,1,4,7,1
gspH,0,0,1,1,3,3,3,1,0,2,0,0,1,0,0,0,0,2,2,1,2,1,1,1
gspI,0,0,0,0,0,1,0,1,0,5,1,0,0,0,0,1,0,0,8,6,2,2,7,4
gspJ,0,0,0,3,2,3,1,1,0,1,0,1,0,2,0,1,2,4,2,5,4,7,8,2
gspK,0,4,2,17,8,2,6,7,1,7,3,1,0,1,2,2,10,10,19,8,8,13,26,11
gspL,14,5,4,15,10,15,8,3,12,4,7,5,6,8,10,7,10,13,21,12,7,8,9,11
gspM,9,8,4,13,7,5,1,5,8,5,10,4,5,3,7,3,7,6,16,8,5,4,15,5
gspO,5,1,3,15,7,8,7,9,11,13,1,5,1,3,3,5,3,15,25,10,8,8,23,12
gss,95,49,45,317,146,210,108,95,125,102,60,64,64,59,40,45,25,70,102,46,75,93,157,98
gstA,378,190,155,342,126,246,121,103,121,113,296,223,201,266,197,189,57,156,294,121,122,169,268,183
gstB,186,102,106,352,153,238,163,116,133,157,235,151,115,185,176,144,30,87,119,54,49,69,113,65
guaA,190,79,84,2964,1025,1986,941,876,1218,709,178,106,111,140,130,88,112,310,457,202,777,1048,1752,735
guaB,182,71,97,2550,1029,1797,849,825,1045,595,248,179,112,183,173,158,536,1164,2204,790,2645,3304,5327,2224
guaC,28,22,20,924,405,609,391,372,473,331,45,30,15,21,19,39,207,477,828,274,536,741,1081,562
guaD,15,7,4,42,18,23,24,12,20,23,12,17,7,9,6,11,4,25,30,17,29,19,35,28
gudD,29,22,9,58,21,26,29,13,22,14,21,11,12,18,13,12,9,22,68,12,16,19,32,16
gudP,4,7,6,26,10,27,16,13,13,11,8,10,7,2,3,7,8,12,10,4,11,26,31,16
gudX,21,6,6,30,14,30,23,15,22,11,5,9,5,5,3,3,11,31,39,8,13,11,44,10
gutM,4,6,3,12,8,6,14,2,3,2,5,3,1,3,2,2,0,2,7,5,1,0,4,6
gutQ,42,22,23,178,77,112,83,66,104,99,32,37,19,26,24,19,7,15,31,15,14,24,27,27
gyrA,484,256,228,5000,1873,3215,2310,1608,2017,1952,388,349,230,336,257,250,586,1358,2430,1024,1199,1574,2375,1976
gyrB,388,217,228,2503,981,1578,1002,856,977,955,345,328,232,223,220,223,207,487,842,320,652,800,1381,776
hcaB,4,3,3,24,12,29,15,10,25,11,11,8,3,1,3,5,7,7,16,5,31,30,31,43
hcaC,3,0,4,10,13,13,6,5,6,4,5,9,3,0,1,4,3,9,16,3,9,14,27,13
hcaD,16,3,18,48,13,31,17,17,6,17,13,10,9,11,9,10,7,13,23,10,30,27,45,25
hcaE,25,19,11,94,39,71,40,26,34,45,25,24,23,24,23,36,13,32,77,27,23,35,68,54
hcaF,15,5,8,44,29,37,28,14,11,29,11,8,8,4,6,9,17,22,68,12,35,29,62,47
hcaR,70,41,43,533,270,353,272,230,259,348,72,89,53,50,34,33,10,20,62,12,5,16,17,102
hcaT,33,19,10,242,104,161,115,76,92,136,27,28,20,20,13,21,34,71,121,47,66,69,101,123
hchA,409,217,208,111,64,77,58,40,43,46,334,287,187,283,210,262,21,40,66,21,32,63,69,94
hcp,2,0,1,7,4,9,1,4,4,2,2,4,5,4,2,2,7,17,29,14,10,15,19,13
hcr,14,4,6,7,2,8,2,4,7,4,7,6,6,9,1,8,4,18,25,9,10,19,15,9
hcxA,18,20,20,52,17,36,17,16,14,23,25,21,25,23,26,15,45,94,158,44,52,61,100,62
hcxB,46,23,13,319,138,231,126,112,125,136,35,31,13,31,10,22,19,43,104,40,65,47,106,54
hda,60,35,32,586,248,410,182,163,219,169,67,41,47,43,38,38,142,268,506,207,209,293,396,246
hdeA,53,31,27,62,32,46,35,29,33,56,37,41,29,36,19,35,0,2,9,4,4,4,9,7
hdeB,67,37,40,104,53,70,66,48,56,72,67,61,28,48,38,47,6,2,7,7,3,7,19,6
hdeD,30,15,20,40,9,25,13,15,24,15,23,23,11,28,21,29,10,27,24,14,23,30,25,20
hdfR,86,33,52,227,62,153,74,63,77,79,73,53,35,67,29,49,27,49,94,26,50,65,68,60
hdhA,546,311,344,209,114,136,92,77,75,70,402,340,248,313,231,331,58,74,162,61,107,162,196,202
helD,124,93,87,458,155,276,176,107,151,179,113,88,88,69,68,93,67,157,285,113,115,181,254,197
hemA,225,105,107,1078,396,626,364,377,391,438,190,185,98,143,87,124,215,491,995,428,521,725,1118,890
hemB,86,65,61,543,234,382,208,188,208,197,72,73,52,90,63,52,94,176,310,113,121,160,252,191
hemC,447,273,249,1332,486,781,463,406,495,527,495,393,304,368,286,296,96,212,349,159,117,167,232,324
hemD,196,104,87,658,285,354,258,226,266,242,199,157,120,113,99,102,40,70,156,55,80,76,121,148
hemE,117,74,56,401,158,278,196,141,170,163,86,103,57,65,62,68,55,126,172,95,56,70,126,78
hemF,26,10,10,272,96,141,79,86,102,104,26,19,14,17,17,16,22,61,102,40,109,76,164,117
hemG,38,12,15,165,58,94,77,55,54,73,35,52,28,21,20,22,8,26,39,22,29,42,48,39
hemH,75,58,30,201,97,136,87,70,70,88,79,67,43,67,41,58,48,134,177,93,144,158,306,204
hemL,170,100,100,969,387,658,371,312,418,429,193,110,77,140,115,116,133,344,544,226,323,402,594,379
hemN,283,154,152,897,401,598,299,315,377,326,238,190,145,164,141,167,144,282,440,202,168,214,342,213
hemW,45,28,38,519,184,325,181,193,228,189,42,33,28,21,26,27,18,46,95,25,96,77,165,82
hemX,152,79,93,1138,493,677,432,349,378,404,127,112,94,99,73,77,53,137,280,70,106,161,249,252
hemY,171,100,96,1497,544,955,569,459,593,501,124,112,68,84,89,88,87,244,343,148,135,157,289,216
hflC,288,189,162,2236,844,1637,968,884,1048,1141,211,192,130,161,157,136,132,316,583,199,426,508,889,576
hflD,101,68,52,1110,436,789,451,379,458,441,97,80,61,77,65,77,93,192,402,113,323,322,685,400
hflK,546,318,226,3332,1192,2230,1297,984,1320,1358,348,274,229,241,224,218,170,407,686,259,549,643,1050,712
hflX,607,401,356,3182,1133,1808,1017,862,997,1143,534,540,367,416,334,336,198,438,742,342,467,551,881,744
hfq,394,236,196,1076,451,816,492,368,445,442,386,341,244,285,216,226,168,337,685,317,257,313,474,472
hha,75,35,44,179,100,102,77,70,85,76,55,75,38,49,42,49,106,174,370,149,159,214,328,286
hicA,10,9,5,10,6,14,3,7,5,10,14,23,14,14,4,12,8,13,26,7,8,23,24,25
hicB,29,31,19,31,21,24,19,14,23,18,35,38,21,24,10,24,14,17,23,19,23,37,54,54
higA,8,6,4,13,9,19,12,6,11,10,16,8,5,9,9,6,28,56,100,48,64,79,121,91
higB,4,2,5,5,6,8,4,6,13,2,3,7,0,1,1,0,15,25,44,15,32,48,55,29
hinT,102,60,58,272,119,185,116,92,94,106,75,76,40,72,40,47,31,87,129,48,117,105,156,175
hipA,40,17,15,77,28,37,26,27,31,40,35,40,16,18,19,30,40,58,118,36,113,130,240,165
hipB,6,3,3,18,8,10,12,11,6,5,1,5,2,0,5,4,11,14,36,14,29,29,42,39
hisA,80,47,55,141,50,71,63,35,58,78,72,55,41,56,35,69,3,7,23,6,28,22,39,26
hisB,407,194,145,392,144,206,198,149,179,246,251,227,140,234,167,236,21,27,86,36,122,108,203,102
hisC,323,177,121,210,90,138,125,89,119,197,209,155,126,208,118,183,8,32,45,25,81,99,188,99
hisD,606,295,231,439,146,270,186,149,215,287,469,309,220,460,252,351,40,82,172,65,225,231,456,248
hisF,150,96,96,274,82,158,118,64,108,181,116,100,64,114,59,88,5,12,30,5,42,44,85,34
hisG,348,139,169,295,104,181,141,92,146,182,242,188,133,230,117,177,26,67,105,80,198,208,381,192
hisH,173,74,82,170,66,90,64,59,88,103,105,75,51,105,51,94,7,9,22,5,53,43,95,34
hisI,158,64,100,266,92,166,116,129,114,147,105,92,70,87,52,101,2,17,33,6,39,35,78,32
hisJ,325,188,171,1262,499,823,598,459,531,751,297,268,164,195,137,177,38,95,211,71,133,156,248,159
