,EXP_biorep1a,EXP_biorep1b,EXP_biorep1c,EXP_biorep2,EXP_biorep3,CASP_biorep1a,CASP_biorep1b,CASP_biorep1c,CASP_biorep2,CASP_biorep3,Disrupted_biorep1a,Disrupted_biorep1b,Disrupted_biorep1c,Disrupted_biorep2,Disrupted_biorep3
yjdN,105,129,45,322,48,2070,659,1337,1773,781,616,643,629,1789,826
yjdP,48,65,19,63,37,25,9,19,24,15,76,72,96,72,47
yjeH,193,213,129,185,155,69,20,35,67,13,130,98,116,89,85
yjeI,580,556,306,947,423,49,23,43,62,25,300,287,298,348,280
yjeJ,62,60,13,46,38,3,0,2,5,2,69,46,54,32,34
yjeM,80,56,50,78,69,267,53,161,201,65,305,344,385,183,233
yjeN,11,32,22,27,11,13,3,15,11,10,54,75,73,39,21
yjeO,22,23,8,17,8,10,0,11,22,12,69,44,59,29,29
yjeT,40,55,13,37,26,4,0,0,4,0,33,33,10,23,22
yjeV,3,0,0,2,1,0,0,1,1,0,11,13,8,4,0
yjfC,12,38,10,30,14,7,1,4,4,1,146,137,153,61,67
yjfF,133,198,67,199,140,289,62,182,189,72,58,50,50,64,42
yjfI,0,0,0,3,1,1,0,0,0,0,2,8,13,8,6
yjfJ,26,43,8,17,17,8,2,7,11,7,50,49,56,42,22
yjfK,2,8,8,4,8,3,0,0,2,0,27,19,29,10,16
yjfL,1,0,3,4,2,16,3,6,6,4,26,42,34,24,24
yjfM,7,6,4,5,19,11,7,17,4,4,72,102,135,55,35
yjfN,92,74,45,87,63,657,229,336,654,230,108,122,181,470,215
yjfP,44,71,46,129,43,38,16,28,28,14,79,92,78,84,57
yjfY,1,5,0,6,0,237,51,69,122,53,13,17,13,34,10
yjfZ,5,10,1,6,8,0,1,1,4,1,12,22,18,28,31
yjgA,608,566,251,642,377,525,166,301,555,227,203,242,233,632,249
yjgH,57,112,48,353,58,126,43,81,75,45,160,149,132,249,140
yjgL,63,47,30,37,37,11,4,6,15,9,19,16,21,16,11
yjgM,113,122,64,130,59,122,32,66,89,53,101,137,150,202,100
yjgN,6,5,0,3,4,10,4,5,7,4,5,14,15,19,11
yjgR,510,681,275,1260,404,1201,397,710,714,367,1074,1020,1163,1577,977
yjhF,45,44,15,36,30,22,3,12,18,10,63,52,60,48,25
yjhG,210,271,139,283,193,287,63,165,204,80,147,183,165,156,121
yjhH,73,96,35,83,68,153,38,82,105,51,67,77,101,102,86
yjhI,12,21,28,26,17,94,18,49,59,27,32,17,32,21,22
yjhP,156,148,96,115,159,5,3,3,10,6,32,33,45,22,18
yjhQ,50,91,46,42,70,5,2,2,6,0,16,18,17,9,13
yjhU,556,506,276,571,375,207,76,146,205,65,511,423,456,716,455
yjiA,292,266,123,424,196,26,9,23,25,11,103,79,110,113,81
yjiC,0,0,3,0,0,0,1,0,4,6,11,3,11,16,7
yjiG,8,19,4,5,13,22,5,22,16,4,35,44,44,21,23
yjiH,15,11,7,7,7,84,12,44,30,18,42,54,57,40,24
yjiJ,69,76,37,180,63,46,19,43,55,17,96,121,116,147,102
yjiK,14,13,7,6,9,4,5,2,9,3,16,29,10,7,8
yjiL,16,20,22,29,12,46,4,9,25,12,54,49,47,49,49
yjiM,51,66,47,132,45,223,42,105,185,67,217,203,243,379,373
yjiN,179,160,108,460,115,317,84,215,306,121,757,649,692,1609,1112
yjiR,170,238,144,451,166,83,38,53,56,24,724,603,700,676,706
yjiS,0,1,0,0,1,0,0,2,0,0,0,1,2,1,2
yjiX,27,17,6,29,8,0,0,2,2,2,8,13,7,8,13
yjjA,185,191,75,175,143,16,9,25,20,6,101,103,97,83,71
yjjB,21,35,5,39,17,28,11,16,15,1,6,16,8,16,0
yjjG,332,393,225,627,320,201,62,148,140,77,661,678,739,871,618
yjjI,12,18,8,35,9,8,2,5,9,4,6,12,14,5,17
yjjJ,236,276,167,560,201,158,44,77,87,32,1241,1185,1263,1221,1045
yjjP,41,36,22,78,24,32,3,14,28,7,40,48,44,73,53
yjjQ,0,3,1,1,2,1,0,1,0,0,22,22,23,10,10
yjjU,216,280,135,550,249,225,59,117,150,96,450,405,379,413,346
yjjV,195,211,153,365,153,121,29,85,106,37,304,301,281,248,244
yjjW,15,20,12,18,12,17,6,7,6,7,20,22,18,15,11
yjjX,105,130,69,147,120,47,10,34,51,34,182,136,192,202,159
yjjY,3,9,2,7,9,1,0,0,1,1,10,5,10,7,5
yjjZ,43,27,27,92,26,93,35,76,143,58,160,152,166,345,245
yjtD,176,143,67,184,109,14,5,7,21,9,111,140,155,141,104
ykfA,266,338,148,387,179,127,41,85,87,34,443,355,393,398,317
ykfB,144,166,77,263,99,569,179,360,490,196,293,298,354,691,259
ykfF,5,2,0,5,3,2,0,0,0,0,6,7,7,12,5
ykfG,0,0,0,2,0,1,0,0,2,0,3,5,1,1,1
ykfH,0,0,0,0,4,0,0,0,0,0,1,0,1,1,2
ykfI,1,0,0,0,0,0,0,1,0,0,3,0,1,4,0
ykfM,5,2,0,4,0,3,0,1,0,0,1,3,2,4,2
ykgE,89,63,37,48,48,17,3,13,11,4,55,48,69,44,51
ykgF,228,316,167,319,260,58,20,55,42,20,179,180,189,146,135
ykgG,81,141,91,109,90,46,4,32,39,10,76,97,72,119,46
ykgH,13,6,6,7,6,17,4,5,22,4,13,20,33,34,25
ykgJ,16,11,12,14,7,8,1,6,0,0,11,15,17,11,13
ykgL,9,14,2,12,1,4,0,4,1,4,17,5,2,5,0
ykgM,8,0,3,1,2,0,0,7,11,3,0,4,3,4,1
ykgO,0,0,0,1,4,3,0,2,0,0,2,1,0,1,1
ykgV,15,13,5,10,8,0,0,0,0,0,1,1,6,0,1
ykiD,20,14,7,10,7,12,1,10,7,5,46,32,36,62,42
ykiE,0,7,2,2,0,0,0,5,0,0,5,6,1,15,6
ylaC,293,304,165,226,228,67,16,57,35,6,211,215,216,173,135
ylbE,17,28,17,16,11,17,10,8,8,8,34,30,27,17,16
ylbF,20,30,1,16,13,15,2,5,9,1,31,21,36,20,20
ylcG,4,0,0,0,0,3,0,0,0,0,8,3,8,4,5
ylcH,4,0,4,3,1,1,0,1,0,2,6,11,10,9,9
ylcI,0,2,0,4,0,0,0,3,3,0,2,3,9,1,1
ylcJ,1,2,0,0,0,0,0,0,0,2,0,1,1,0,1
yldA,2,12,3,2,9,0,0,0,0,0,4,4,2,4,4
yliI,158,184,134,539,117,168,65,129,153,54,656,684,758,677,553
yliM,213,269,117,559,205,282,91,208,320,136,844,916,1039,1029,560
yljB,29,33,15,33,25,27,14,19,37,4,44,24,42,38,27
ymcE,12,22,25,16,11,0,0,0,0,0,1,2,1,0,1
ymcF,34,61,40,29,28,0,0,0,0,0,7,8,8,13,12
ymdA,1125,1067,561,1100,989,0,2,9,11,5,36,25,22,29,34
ymdB,822,786,367,942,720,234,44,102,160,63,152,154,145,346,174
ymdF,82,114,42,454,51,10827,3357,6032,9360,3686,201,220,269,481,165
ymdG,6,3,0,12,4,0,0,0,0,0,2,0,1,2,0
ymfA,27,34,10,20,25,1,0,3,0,0,16,6,10,4,7
ymgA,10,12,3,16,3,27,8,14,31,15,1006,1316,1434,2521,976
ymgC,6,15,5,45,10,53,15,40,53,24,1111,1117,1383,2528,1156
ymgD,70,59,40,32,42,149,45,84,181,68,68,63,73,139,86
ymgE,23,45,15,121,17,1528,467,751,819,382,124,128,148,669,213
ymgF,0,3,2,18,5,4,0,5,5,0,25,29,31,59,21
ymgG,25,14,23,17,14,0,0,0,3,0,22,24,27,9,8
ymgI,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0
ymgJ,0,0,0,2,0,0,0,0,1,0,2,5,1,1,2
ymgK,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2
ymgL,1,0,0,1,1,1,1,0,0,0,2,4,4,1,0
ymiA,30,39,36,34,31,12,5,9,11,1,3,7,5,16,3
ymiB,0,3,0,5,0,2,0,1,0,0,1,4,4,2,3
ymiC,54,100,47,39,49,17,4,15,26,8,15,17,10,1,5
ymiD,1,5,4,4,2,4,0,0,0,0,9,10,13,17,12
ymjA,224,171,124,201,132,6,5,4,10,1,42,32,36,34,30
ymjE,41,34,7,131,16,15,5,9,2,1,35,43,62,88,48
ynaI,114,130,50,142,120,51,6,33,29,23,86,94,99,121,68
ynaK,17,15,16,11,7,8,5,3,3,0,55,49,57,34,48
ynaL,42,48,18,186,16,38,7,14,18,7,59,71,113,143,74
ynaM,479,569,389,165,407,16,8,22,12,3,66,89,101,105,66
ynbA,13,5,3,6,4,0,1,1,0,0,30,26,62,14,7
ynbB,2,8,0,5,3,13,5,13,8,4,129,111,106,69,63
ynbC,57,74,41,70,42,19,11,19,22,8,290,289,356,178,195
ynbD,120,129,63,142,66,22,14,23,19,18,254,227,251,174,176
ynbE,57,47,32,59,49,24,12,22,30,8,25,32,33,65,20
yncE,5425,5965,3028,10014,4769,312,90,191,294,150,2215,2175,2342,1938,1647
yncG,88,83,60,279,32,99,45,67,110,27,163,210,206,692,265
yncH,2,3,0,9,1,3,0,0,1,0,5,4,12,8,4
yncJ,15,12,16,20,7,6,4,10,9,0,59,52,71,38,46
yncL,52,79,56,49,35,41,3,35,15,15,29,59,68,111,35
yncO,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
yncP,48,35,27,45,42,30,4,20,30,9,52,59,42,79,66
yneE,50,41,30,61,37,1,1,4,2,3,43,35,45,23,20
yneG,111,138,72,59,86,3,1,4,1,0,45,42,51,25,44
yneJ,116,155,52,120,112,45,16,41,16,5,204,197,208,249,145
yneK,11,3,10,15,2,3,2,3,4,2,8,14,14,1,8
yneP,1,1,0,0,0,0,0,0,0,0,8,2,1,0,2
ynfA,26,44,24,60,31,7,5,9,4,1,25,39,42,39,17
ynfB,419,373,219,464,294,100,18,39,37,22,148,179,167,229,147
ynfC,225,195,102,472,155,88,34,51,65,16,663,616,665,1149,631
ynfD,12,21,20,75,15,230,70,101,94,44,95,117,103,528,179
ynfE,32,22,28,77,25,40,7,20,25,11,74,78,69,120,87
ynfF,62,113,47,144,79,43,11,22,29,14,72,97,64,51,77
ynfH,80,129,69,107,72,27,9,24,29,16,81,93,111,81,106
ynfL,41,82,58,166,48,24,6,15,31,5,371,356,389,524,353
ynfM,175,186,124,202,133,423,137,308,394,140,255,271,278,399,257
ynfN,26,18,11,11,24,1,0,0,0,0,3,2,5,7,7
ynfO,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0
ynfQ,20,40,35,19,26,9,1,3,1,1,8,10,8,8,14
ynfR,3,5,2,0,11,0,0,0,0,0,1,1,2,0,2
ynfS,61,75,62,25,69,3,6,1,7,4,16,25,25,58,25
ynfT,309,316,218,125,271,22,1,9,14,2,94,80,98,121,79
ynfU,18,14,4,7,17,0,0,0,0,0,2,1,8,8,4
ynhH,22,27,8,20,12,17,3,6,8,8,14,9,18,11,8
yniA,1074,937,485,3075,637,1182,336,697,919,427,2153,2217,2267,4211,3005
yniB,179,201,86,246,151,798,325,569,774,406,264,322,323,1057,341
yniD,11,12,8,20,7,0,0,0,2,2,2,2,12,7,1
ynjA,88,64,42,103,54,27,4,16,15,4,120,110,110,113,123
ynjB,203,172,113,315,158,52,11,17,21,16,174,136,182,151,151
ynjC,104,119,80,144,118,19,5,10,12,2,60,55,70,53,49
ynjD,71,59,18,82,55,13,3,1,12,0,13,36,19,26,19
ynjE,91,60,38,69,54,19,12,21,38,17,70,64,50,107,36
ynjF,89,177,53,141,95,50,17,20,46,11,102,140,169,123,100
ynjH,43,43,36,61,31,13,20,20,25,11,79,74,115,64,35
ynjI,77,52,64,41,62,6,1,0,6,0,38,37,37,21,24
yoaA,1282,1398,738,982,1088,66,8,46,47,20,309,265,335,246,264
yoaB,625,587,279,425,385,19,2,29,13,9,115,109,138,143,89
yoaC,120,102,63,268,81,129,34,59,112,59,330,452,421,958,442
yoaE,871,1139,531,504,675,41,8,43,28,10,535,557,595,239,320
yoaF,47,73,26,84,32,23,11,4,19,14,81,58,71,97,78
yoaG,2,7,2,5,3,6,6,2,3,0,30,30,31,17,10
yoaH,88,103,55,118,68,27,6,14,22,7,47,57,83,74,42
yoaI,8,11,3,7,4,0,0,0,0,1,8,16,9,10,12
yoaJ,6,3,1,0,2,0,0,0,0,0,0,1,0,3,0
yoaK,36,28,17,22,27,3,2,2,2,0,1,1,2,1,5
yoaL,50,60,51,22,35,2,1,0,0,4,30,25,28,23,26
yobA,208,205,136,182,159,55,18,42,40,21,458,418,447,501,453
yobB,205,155,95,184,154,77,22,52,38,24,266,255,280,249,178
yobD,162,226,121,114,190,29,13,22,25,19,21,19,16,38,33
yobF,4472,5109,2572,5395,3642,267,91,181,364,123,332,408,368,495,259
yobH,40,74,27,59,38,20,8,7,9,4,29,31,31,55,43
yobI,0,0,0,1,0,6,0,2,7,3,3,4,6,8,2
yodB,18,7,4,9,11,1,3,2,5,2,21,10,12,17,22
yodC,189,191,123,359,127,901,251,371,386,188,340,373,394,1695,596
yodD,113,152,61,539,103,5278,1696,3068,5073,2269,779,725,889,3674,1246
yodE,43,68,35,27,34,4,1,2,3,0,20,23,17,27,21
yoeB,107,94,41,98,75,175,48,101,86,52,313,251,268,528,334
yoeI,27,65,18,4,61,0,0,0,5,2,3,2,9,5,0
yohC,225,264,139,465,129,15560,5049,9055,12399,5077,1418,1464,1666,6559,2815
yohD,328,296,158,544,212,212,60,124,151,62,378,310,413,673,420
yohF,112,80,57,379,66,1151,316,606,862,396,401,397,439,1111,627
yohJ,20,19,6,59,17,111,23,72,80,27,67,60,69,137,96
yohK,82,86,38,151,37,206,47,116,205,68,226,180,233,495,292
yohO,52,101,52,72,55,20,0,8,10,13,26,31,38,49,24
yohP,30,31,10,63,7,554,139,278,349,138,54,53,52,308,79
yojI,1337,1350,761,448,1153,66,9,52,50,25,347,354,333,215,168
yojO,0,0,0,2,4,0,0,0,0,0,0,0,0,3,2
ypaB,2,0,4,2,0,0,0,0,1,0,0,4,0,4,0
ypdA,263,294,181,335,198,163,39,77,102,40,295,249,313,352,283
ypdB,136,176,91,299,113,204,57,148,163,74,314,363,384,437,311
ypdC,190,169,121,345,131,93,27,34,72,25,176,133,166,218,148
ypdE,16,22,2,16,20,10,1,5,8,0,35,51,40,15,15
ypdF,12,23,6,13,9,9,0,8,4,1,37,28,38,19,11
ypdI,0,1,0,2,0,0,1,1,0,5,3,4,6,5,3
ypdK,47,51,23,9,36,14,6,14,11,0,13,3,10,3,2
ypeA,361,345,193,440,291,125,28,83,98,44,796,838,871,1265,863
ypeB,89,113,54,83,62,13,7,5,3,7,99,86,94,159,105
ypeC,92,100,30,164,54,54,5,17,32,7,40,31,45,47,38
ypfG,78,89,63,134,69,48,18,19,23,26,111,116,129,64,41
ypfH,316,353,173,560,207,348,66,183,278,99,333,363,355,613,351
ypfJ,1012,1156,629,1192,761,1003,286,561,689,263,454,567,586,904,523
ypfM,96,116,54,152,82,34,7,31,46,37,10,6,6,16,8
ypfN,202,238,120,381,174,464,165,232,499,236,249,241,292,833,409
yphA,223,202,124,824,153,303,78,229,346,154,522,536,590,1075,512
yphB,109,91,54,125,67,122,43,71,57,35,165,133,159,120,141
yphC,97,116,62,112,90,89,19,76,63,15,211,192,230,121,139
yphD,48,50,30,43,18,47,27,26,39,37,176,173,181,112,126
yphE,31,47,20,56,29,96,24,42,72,39,332,299,366,212,265
yphF,15,13,17,24,17,81,13,33,29,23,159,167,171,128,148
yphG,44,62,51,79,40,71,20,56,43,19,81,86,85,69,37
yphH,169,189,98,171,143,38,18,31,31,22,111,102,133,138,93
ypjA,288,359,145,676,219,1164,289,684,679,304,2834,2900,3096,5066,3859
ypjD,436,478,231,355,359,66,7,37,28,13,102,129,135,136,113
ypjF,27,4,3,9,9,0,0,1,0,0,12,9,16,12,5
ypjJ,2,0,0,4,3,0,0,0,0,0,3,2,12,2,0
ypjK,0,7,0,8,2,8,7,2,4,0,4,11,5,3,0
yqaA,514,660,298,697,508,127,35,67,73,29,341,349,405,322,271
yqaB,437,553,275,516,408,64,21,39,56,25,314,315,335,306,188
yqaE,52,11,23,185,17,114,16,41,56,19,191,193,168,512,247
yqcA,300,320,197,375,257,98,41,97,82,38,82,68,107,76,68
yqcC,154,126,56,120,118,30,6,21,30,14,10,26,12,6,6
yqcE,18,36,16,37,17,3,1,1,1,0,6,13,8,7,11
yqcG,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
yqeB,155,167,115,218,114,144,26,73,80,44,113,89,109,80,68
yqeC,40,89,35,96,36,32,2,17,39,18,20,28,30,35,26
yqeF,5016,5612,3189,3739,4391,229,50,176,213,84,237,278,316,338,205
yqeG,165,175,92,166,151,359,99,193,265,114,70,84,100,127,98
yqeH,5,4,1,4,3,2,0,6,2,0,13,8,18,14,23
yqeI,26,28,6,14,20,4,0,0,6,3,2,9,4,9,5
yqeJ,14,0,11,2,2,0,0,1,0,0,0,0,0,1,0
yqeK,6,0,0,0,1,0,0,0,0,0,0,4,8,8,3
yqeL,2,0,0,1,0,0,0,0,0,0,3,2,1,1,0
yqfA,6122,6461,3311,6033,4068,1196,311,746,1182,383,725,728,818,1527,923
yqfB,95,74,46,57,56,24,5,17,26,7,29,29,41,33,14
yqfG,0,0,1,7,0,0,0,0,0,0,2,4,0,5,1
yqfH,2,0,0,0,6,0,0,0,0,0,0,1,1,2,0
yqfI,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0
yqgA,55,68,31,110,45,65,15,50,45,12,44,49,60,87,74
yqgB,261,329,184,172,317,1,1,2,0,3,16,36,42,30,21
yqgD,2,10,0,2,2,0,1,0,1,0,5,8,6,5,10
yqgE,1080,1230,617,1023,933,105,17,68,87,23,282,291,292,328,313
yqgG,884,1238,736,612,956,3,2,3,8,0,99,99,108,67,99
yqgH,19,15,7,9,10,2,1,3,2,0,7,1,3,6,0
yqhA,539,433,212,359,387,109,46,39,83,24,159,139,199,176,84
yqhC,50,43,22,81,32,87,15,59,58,21,521,580,634,859,552
yqhD,81,108,46,132,82,136,58,107,101,26,160,144,125,166,142
yqhG,29,38,17,47,25,40,11,29,20,4,25,29,15,28,29
yqhH,15,7,7,11,5,3,3,5,7,5,4,3,3,5,1
yqiA,814,1062,562,814,868,85,28,56,89,32,274,250,235,183,188
yqiB,322,323,156,549,238,79,20,46,49,18,182,243,221,156,161
yqiD,46,30,5,15,27,5,2,0,8,0,16,13,17,4,13
yqiH,10,10,10,7,1,0,1,0,0,0,12,11,13,4,1
yqiI,9,1,20,15,8,3,0,0,1,7,16,19,10,21,11
yqiJ,22,24,16,29,16,10,4,10,2,6,9,11,19,13,5
yqiK,47,87,25,86,51,23,15,18,21,9,70,43,79,48,44
yqiM,44,23,15,17,28,16,2,6,5,0,11,19,23,19,13
yqjA,303,260,168,269,198,448,118,269,334,140,401,393,386,762,436
yqjC,1406,1395,677,5553,981,570,138,357,483,172,6203,6542,6737,8989,6091
yqjD,1234,1393,714,6002,856,540,150,317,379,207,6518,6110,6513,8530,6790
yqjE,1525,1710,858,7584,1027,667,211,437,478,254,8056,7389,8409,10089,8708
yqjF,46,76,28,135,48,42,9,21,30,12,610,649,637,746,909
yqjG,180,163,108,713,129,1062,288,666,903,387,745,740,733,1902,950
yqjK,1126,1079,554,4957,797,398,111,255,363,161,5140,5060,5478,6845,5499
yraH,9,7,8,5,3,4,3,1,0,1,4,13,12,25,11
yraI,1,1,0,3,4,2,1,1,0,0,8,6,2,3,0
yraJ,60,70,43,37,56,18,4,9,18,6,54,52,57,66,24
yraK,27,26,19,52,19,10,4,6,18,2,15,18,37,47,32
yraN,277,214,129,234,176,21,3,7,21,5,17,20,25,16,14
yraQ,339,423,219,231,366,169,52,110,135,61,620,605,690,822,660
yraR,77,88,39,135,38,282,55,119,153,55,220,231,185,592,304
yrbG,319,317,166,300,215,221,44,105,173,78,227,233,266,400,230
yrbL,2231,2142,1170,3013,1467,6972,2083,4068,5628,2261,7361,7594,8818,20824,9768
yrbN,131,185,75,46,102,40,4,18,43,11,114,123,111,101,61
yrdA,709,575,292,1084,497,353,89,201,328,111,370,323,396,486,340
yrdB,307,355,173,220,219,99,27,72,88,24,141,151,164,190,138
yrdD,897,949,481,966,696,516,102,268,389,172,612,639,685,817,606
yrfG,482,445,221,488,333,368,121,239,338,120,505,483,548,763,586
yrhB,15,7,16,10,5,30,1,26,25,9,14,29,26,69,29
yrhD,1,0,0,0,1,0,0,0,0,2,2,3,1,1,5
yriB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ysaA,70,71,16,63,41,7,1,15,0,1,26,27,29,18,18
ysaB,32,32,23,114,12,19,4,16,30,5,100,100,120,223,116
ysaE,20,14,10,5,15,1,1,0,0,0,10,10,8,4,10
ysdD,0,6,2,11,3,8,1,3,10,0,27,26,7,26,6
ysdE,0,0,0,3,0,2,3,4,0,4,1,1,0,0,2
ysgA,638,579,328,2347,457,548,185,340,427,160,1503,1492,1613,1997,1418
ysgD,33,21,28,19,17,2,1,4,2,0,0,7,7,14,7
yshB,248,370,209,156,244,76,12,67,66,47,103,131,140,187,100
ytcA,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0
ytfB,336,318,189,641,280,470,120,227,354,177,458,510,553,1114,713
